frequency_ghz,truth_il_s7_1_db,curve_il_s7_1_db,full_matrix_il_s7_1_db,truth_s1_1_real,truth_s1_1_imag,prediction_s1_1_real,prediction_s1_1_imag,truth_s8_1_real,truth_s8_1_imag,prediction_s8_1_real,prediction_s8_1_imag
85.0,31.285376,32.89055,31.325726,-0.29401168,-0.34775597,-0.2430225,-0.16510375,0.0043878616,-0.005392735,0.0025429262,0.0027114067
85.5,34.19136,33.098827,31.652374,-0.31962767,-0.34643796,-0.2439076,-0.16981873,-0.0046306113,-0.0015088421,0.002736278,0.0022889203
86.0,35.40395,33.23955,31.99432,-0.3530291,-0.3265955,-0.24635153,-0.17332783,0.00033655463,0.0032879054,0.0029193189,0.0017503682
86.5,37.640877,33.50791,32.35805,-0.35880864,-0.31235406,-0.24885313,-0.17788862,0.0011690723,-0.0010370446,0.0032018144,0.0012404824
87.0,37.4555,33.752666,32.684246,-0.36576602,-0.29797995,-0.25111458,-0.18270648,-0.0006835134,0.0004609336,0.0035101313,0.00078941294
87.5,38.57186,33.907715,33.015186,-0.3610869,-0.30418837,-0.25547665,-0.18721597,0.0016027514,-0.00018027665,0.0037739233,0.00044453767
88.0,38.73299,33.990414,33.866722,-0.37483865,-0.30843684,-0.25856584,-0.1856402,-0.0013050268,-0.0017448583,0.0038222547,1.815401e-05
88.5,40.278053,33.980488,34.83183,-0.39387318,-0.32033086,-0.26044166,-0.18319613,-0.0016980595,0.0017186009,0.0039236853,-0.00048808954
89.0,40.887314,33.994625,35.693794,-0.4272471,-0.31127125,-0.26211825,-0.18118055,0.001767068,0.0014632108,0.0040639206,-0.0009794101
89.5,40.861786,34.1905,36.12372,-0.45361915,-0.28898782,-0.26396868,-0.17992386,0.0023282166,-0.0013930545,0.0042407424,-0.0014583337
90.0,40.02635,34.44414,36.06857,-0.46590158,-0.2505088,-0.26461846,-0.17956784,-0.0020294166,-0.0036423607,0.004467256,-0.0018597617
90.5,38.61029,34.793354,35.158047,-0.4526653,-0.2230736,-0.27363783,-0.1809085,-0.0056035253,0.0038990586,0.004609689,-0.002506641
91.0,37.29347,34.973896,33.997402,-0.4440694,-0.20031385,-0.2849565,-0.18414684,0.0073418003,0.0049284943,0.004797632,-0.0031010348
91.5,34.86443,35.24757,33.157814,-0.42257303,-0.19010504,-0.29458636,-0.18455386,0.003935605,-0.010503419,0.0048276423,-0.0035545053
92.0,33.71469,35.288406,32.872326,-0.4049971,-0.17079355,-0.3048025,-0.1844534,-0.012355267,-0.00027726704,0.00478638,-0.0039869086
92.5,31.858404,35.329838,32.74843,-0.37115335,-0.17680688,-0.31857854,-0.18640125,0.0034301777,0.014507708,0.0046130377,-0.0043578623
93.0,31.428783,35.288746,32.7371,-0.33548835,-0.18105114,-0.3307556,-0.187985,0.012519168,-0.008581514,0.004459923,-0.0046334113
93.5,30.45197,35.16305,33.072166,-0.31439474,-0.22774029,-0.34008554,-0.18597466,-0.01281709,-0.010489569,0.0040641166,-0.005044725
94.0,30.932777,35.116505,33.97774,-0.30198175,-0.26607066,-0.34644994,-0.18029387,-0.0048972717,0.0147387525,0.0035936043,-0.00556303
94.5,31.229067,35.139328,34.6477,-0.32995525,-0.31912887,-0.352678,-0.17643861,0.015497818,1.755077e-05,0.003318384,-0.0059595257
95.0,33.594425,35.266365,35.111774,-0.3668493,-0.35275415,-0.35792252,-0.1697678,-0.0044471715,-0.011247691,0.0028814834,-0.006319037
95.5,36.062084,35.4175,35.367607,-0.42723307,-0.34748176,-0.36319882,-0.1627651,-0.008366638,0.0053614047,0.0024024504,-0.0067083146
96.0,40.30303,35.61535,35.281685,-0.45046604,-0.3245526,-0.36823052,-0.15692455,0.0044122273,0.005348849,0.0019673696,-0.0070921616
96.5,42.83854,35.780365,35.641644,-0.45183486,-0.30558732,-0.37248567,-0.14844695,0.0048635257,-0.004009312,0.0012896375,-0.007666015
97.0,45.564697,35.996925,35.76973,-0.45093358,-0.31519872,-0.3768017,-0.14138396,-0.0030255876,-0.0038014522,0.00075681106,-0.008199651
97.5,46.674957,36.211216,35.48905,-0.46606493,-0.3285368,-0.37850675,-0.13555112,-0.0038034825,0.0030051954,0.00034401903,-0.00865527
98.0,48.96576,36.431103,34.88295,-0.4950439,-0.33947963,-0.37736338,-0.13031732,0.0021342316,0.003443637,4.878597e-05,-0.008965287
98.5,50.36506,36.62325,34.861824,-0.5296027,-0.33915946,-0.37564588,-0.12804489,0.0037447736,-0.0022412413,-6.508266e-05,-0.008774761
99.0,49.96838,36.83104,34.462223,-0.56872594,-0.32917127,-0.3706892,-0.12615877,-0.0016984981,-0.0039625363,-8.2953855e-05,-0.0084769735
99.5,47.987526,37.212288,33.737976,-0.6062679,-0.30846775,-0.36008516,-0.12231906,-0.0043337564,0.0023084295,-0.00014444563,-0.008015016
100.0,45.26234,37.68799,32.838455,-0.64293563,-0.2744168,-0.34820944,-0.11815124,0.0020583118,0.0046414477,-0.0001816662,-0.007487651
